iter	Passed	Remaining
1665	94828	132850
1666	94881	132789
1667	94929	132719
1668	94978	132650
1669	95029	132586
1670	95092	132537
1671	95151	132483
1672	95197	132411
1673	95244	132341
1674	95298	132279
1675	95354	132222
1676	95405	132156
1677	95460	132097
1678	95510	132030
1679	95566	131972
1680	95620	131912
1681	95680	131859
1682	95742	131809
1683	95788	131737
1684	95845	131681
1685	95901	131622
1686	95963	131573
1687	96011	131503
1688	96059	131434
1689	96113	131373
1690	96163	131307
1691	96217	131246
1692	96267	131180
1693	96322	131120
1694	96383	131069
1695	96441	131015
1696	96494	130953
1697	96549	130893
1698	96604	130834
1699	96655	130769
1700	96700	130696
1701	96760	130644
1702	96812	130579
1703	96865	130517
1704	96925	130465
1705	96986	130413
1706	97038	130350
1707	97092	130290
1708	97143	130225
1709	97207	130178
1710	97266	130124
1711	97314	130055
1712	97373	130002
1713	97420	129931
1714	97471	129867
1715	97523	129804
1716	97574	129739
1717	97639	129693
1718	97682	129618
1719	97728	129546
1720	97780	129484
1721	97834	129423
1722	97877	129348
1723	97942	129302
1724	97993	129237
1725	98046	129175
1726	98092	129105
1727	98142	129039
1728	98190	128970
1729	98246	128913
1730	98315	128871
1731	98367	128809
1732	98426	128754
1733	98480	128694
1734	98534	128634
1735	98587	128573
1736	98662	128539
1737	98715	128478
1738	98771	128419
1739	98825	128359
1740	98877	128296
1741	98937	128244
1742	98993	128185
1743	99056	128136
1744	99119	128088
1745	99180	128037
1746	99246	127991
1747	99300	127931
1748	99355	127872
1749	99413	127817
1750	99472	127763
1751	99533	127712
1752	99588	127652
1753	99648	127599
1754	99701	127537
1755	99755	127478
1756	99820	127431
1757	99882	127381
1758	99940	127326
1759	99983	127251
1760	100041	127195
1761	100108	127153
1762	100156	127084
1763	100215	127031
1764	100274	126976
1765	100321	126906
1766	100382	126856
1767	100441	126802
1768	100510	126760
1769	100560	126695
1770	100612	126631
1771	100668	126574
1772	100722	126513
1773	100779	126457
1774	100829	126392
1775	100891	126342
1776	100942	126277
1777	100996	126216
1778	101051	126157
1779	101111	126104
1780	101174	126056
1781	101234	126003
1782	101283	125937
1783	101338	125878
1784	101387	125811
1785	101445	125756
1786	101491	125686
1787	101542	125622
1788	101596	125562
1789	101646	125496
1790	101713	125452
1791	101766	125390
1792	101821	125331
1793	101887	125286
1794	101939	125224
1795	102000	125172
1796	102054	125111
1797	102116	125062
1798	102172	125003
1799	102224	124940
1800	102270	124870
1801	102318	124804
1802	102363	124732
1803	102414	124668
1804	102480	124623
1805	102542	124572
1806	102602	124519
1807	102661	124465
1808	102715	124405
1809	102766	124341
1810	102826	124288
1811	102880	124228
1812	102940	124175
1813	102991	124112
1814	103041	124047
1815	103098	123991
1816	103156	123935
1817	103231	123900
1818	103293	123849
1819	103359	123803
1820	103428	123762
1821	103483	123703
1822	103548	123655
1823	103600	123593
1824	103649	123526
1825	103712	123477
1826	103765	123416
1827	103816	123352
1828	103881	123306
1829	103943	123255
1830	103998	123196
1831	104053	123137
1832	104117	123088
1833	104177	123036
1834	104235	122981
1835	104293	122925
1836	104348	122866
1837	104396	122799
1838	104440	122727
1839	104494	122667
1840	104548	122606
1841	104597	122541
1842	104667	122499
1843	104726	122446
1844	104772	122376
1845	104822	122311
1846	104877	122253
1847	104933	122194
1848	104982	122129
1849	105042	122076
1850	105092	122011
1851	105151	121957
1852	105209	121902
1853	105260	121839
1854	105313	121777
1855	105374	121725
1856	105433	121671
1857	105498	121623
1858	105541	121551
1859	105596	121492
1860	105653	121436
1861	105713	121382
1862	105758	121312
1863	105821	121263
1864	105877	121206
1865	105937	121153
1866	105988	121089
1867	106053	121041
1868	106119	120995
1869	106186	120950
1870	106236	120886
1871	106293	120828
1872	106349	120771
1873	106402	120710
1874	106451	120644
1875	106510	120590
1876	106576	120544
1877	106626	120480
1878	106692	120433
1879	106752	120380
1880	106801	120314
1881	106858	120258
1882	106923	120211
1883	106985	120160
1884	107031	120091
1885	107086	120032
1886	107142	119974
1887	107206	119925
1888	107264	119870
1889	107319	119811
1890	107377	119756
1891	107444	119711
1892	107500	119653
1893	107547	119585
1894	107590	119513
1895	107637	119445
1896	107691	119385
1897	107742	119323
1898	107801	119268
1899	107866	119220
1900	107928	119169
1901	107986	119113
1902	108043	119057
1903	108094	118994
1904	108158	118945
1905	108222	118897
1906	108281	118843
1907	108347	118795
1908	108397	118731
1909	108455	118676
1910	108508	118615
1911	108566	118559
1912	108615	118494
1913	108677	118444
1914	108733	118386
1915	108785	118323
1916	108837	118262
1917	108903	118215
1918	108967	118165
1919	109025	118111
1920	109078	118049
1921	109145	118003
1922	109197	117942
1923	109257	117889
1924	109314	117832
1925	109376	117781
1926	109426	117716
1927	109481	117658
1928	109529	117592
1929	109587	117537
1930	109645	117481
1931	109701	117424
1932	109757	117366
1933	109813	117308
1934	109866	117247
1935	109916	117183
1936	109971	117125
1937	110025	117065
1938	110076	117002
1939	110138	116951
1940	110202	116902
1941	110260	116846
1942	110303	116774
1943	110365	116724
1944	110415	116659
1945	110479	116610
1946	110526	116543
1947	110582	116486
1948	110632	116421
1949	110687	116364
1950	110744	116307
1951	110808	116257
1952	110874	116211
1953	110921	116143
1954	110970	116078
1955	111028	116023
1956	111085	115967
1957	111151	115919
1958	111209	115864
1959	111256	115797
1960	111302	115730
1961	111362	115675
1962	111420	115620
1963	111478	115564
1964	111542	115515
1965	111597	115457
1966	111659	115406
1967	111715	115348
1968	111775	115295
1969	111826	115232
1970	111880	115172
1971	111937	115116
1972	111998	115064
1973	112060	115012
1974	112113	114951
1975	112167	114891
1976	112226	114838
1977	112286	114784
1978	112333	114717
1979	112397	114668
1980	112455	114612
1981	112515	114559
1982	112582	114513
1983	112650	114467
1984	112705	114408
1985	112762	114352
1986	112821	114298
1987	112893	114256
1988	112948	114197
1989	113014	114150
1990	113074	114096
1991	113132	114041
1992	113194	113989
1993	113243	113924
1994	113299	113867
1995	113345	113800
1996	113407	113748
1997	113462	113689
1998	113520	113633
1999	113580	113580
2000	113637	113524
2001	113688	113460
2002	113742	113401
2003	113788	113334
2004	113844	113276
2005	113897	113215
2006	113945	113150
2007	114000	113092
2008	114056	113034
2009	114106	112970
2010	114177	112928
2011	114232	112869
2012	114292	112815
2013	114357	112767
2014	114416	112712
2015	114472	112655
2016	114531	112600
2017	114578	112534
2018	114640	112482
2019	114697	112426
2020	114747	112362
2021	114803	112305
2022	114858	112246
2023	114908	112183
2024	114962	112124
2025	115020	112068
2026	115074	112009
2027	115142	111962
2028	115199	111906
2029	115247	111840
2030	115295	111775
2031	115345	111712
2032	115395	111649
2033	115450	111590
2034	115509	111536
2035	115567	111480
2036	115619	111418
2037	115678	111365
2038	115746	111318
2039	115805	111264
2040	115870	111215
2041	115927	111158
2042	115984	111102
2043	116034	111038
2044	116080	110972
2045	116137	110915
2046	116188	110853
2047	116248	110799
2048	116314	110751
2049	116381	110704
2050	116436	110645
2051	116492	110588
2052	116546	110528
2053	116608	110477
2054	116668	110423
2055	116722	110363
2056	116774	110302
2057	116828	110243
2058	116881	110182
2059	116939	110127
2060	116994	110069
2061	117047	110009
2062	117101	109949
2063	117169	109902
2064	117237	109857
2065	117291	109797
2066	117349	109742
2067	117400	109679
2068	117460	109626
2069	117523	109575
2070	117578	109516
2071	117638	109463
2072	117690	109401
2073	117733	109332
2074	117793	109278
2075	117851	109222
2076	117907	109165
2077	117956	109101
2078	118023	109053
2079	118073	108991
2080	118133	108937
2081	118195	108885
2082	118261	108837
2083	118325	108786
2084	118392	108739
2085	118439	108673
2086	118492	108613
2087	118553	108560
2088	118618	108511
2089	118665	108445
2090	118724	108391
2091	118771	108325
2092	118833	108273
2093	118882	108209
2094	118937	108150
2095	118993	108093
2096	119053	108039
2097	119129	108000
2098	119180	107937
2099	119238	107882
2100	119295	107825
2101	119352	107769
2102	119399	107703
2103	119450	107642
2104	119520	107596
2105	119578	107540
2106	119621	107472
2107	119664	107403
2108	119722	107347
2109	119788	107298
2110	119843	107240
2111	119903	107186
2112	119956	107126
2113	120021	107077
2114	120072	107015
2115	120119	106949
2116	120185	106900
2117	120238	106840
2118	120283	106773
2119	120334	106711
2120	120393	106656
2121	120446	106596
2122	120512	106548
2123	120565	106488
2124	120622	106431
2125	120676	106372
2126	120740	106321
2127	120798	106266
2128	120860	106214
2129	120941	106178
2130	121006	106129
2131	121069	106077
2132	121128	106023
2133	121189	105969
2134	121248	105914
2135	121313	105865
2136	121379	105816
2137	121441	105764
2138	121509	105717
2139	121558	105654
2140	121614	105596
2141	121662	105532
2142	121724	105479
2143	121786	105427
2144	121837	105365
2145	121905	105318
2146	121960	105260
2147	122015	105201
2148	122077	105148
2149	122140	105097
2150	122194	105038
2151	122242	104973
2152	122308	104925
2153	122360	104864
2154	122428	104816
2155	122494	104768
2156	122539	104701
2157	122592	104640
2158	122646	104581
2159	122697	104520
2160	122764	104471
2161	122829	104421
2162	122882	104362
2163	122937	104303
2164	122997	104249
2165	123061	104198
2166	123118	104142
2167	123176	104086
2168	123237	104033
2169	123299	103980
2170	123352	103921
2171	123406	103861
2172	123455	103798
2173	123516	103744
2174	123567	103683
2175	123624	103626
2176	123681	103569
2177	123730	103506
2178	123784	103447
2179	123850	103397
2180	123906	103340
2181	123968	103287
2182	124027	103232
2183	124078	103171
2184	124124	103105
2185	124170	103039
2186	124226	102982
2187	124289	102931
2188	124346	102873
2189	124414	102826
2190	124468	102767
2191	124534	102718
2192	124589	102660
2193	124638	102596
2194	124708	102550
2195	124766	102494
2196	124819	102434
2197	124875	102377
2198	124936	102323
2199	124991	102265
2200	125051	102211
2201	125105	102152
2202	125161	102095
2203	125212	102033
2204	125269	101976
2205	125331	101923
2206	125382	101862
2207	125439	101805
2208	125488	101743
2209	125540	101681
2210	125609	101635
2211	125663	101576
2212	125724	101522
2213	125793	101475
2214	125868	101433
2215	125923	101375
2216	125977	101316
2217	126046	101269
2218	126098	101208
2219	126148	101146
2220	126203	101087
2221	126256	101028
2222	126305	100965
2223	126367	100911
2224	126425	100856
2225	126489	100805
2226	126544	100746
2227	126608	100695
2228	126672	100644
2229	126727	100586
2230	126773	100520
2231	126828	100462
2232	126877	100399
2233	126930	100339
2234	126983	100280
2235	127051	100231
2236	127104	100171
2237	127156	100111
2238	127222	100062
2239	127277	100003
2240	127325	99939
2241	127390	99889
2242	127455	99838
2243	127514	99784
2244	127561	99719
2245	127627	99669
2246	127693	99620
2247	127749	99562
2248	127797	99499
2249	127850	99439
2250	127906	99381
2251	127961	99323
2252	128019	99267
2253	128074	99209
2254	128130	99151
2255	128183	99092
2256	128235	99031
2257	128309	98987
2258	128363	98929
2259	128418	98870
2260	128476	98815
2261	128537	98761
2262	128602	98710
2263	128654	98650
2264	128708	98591
2265	128764	98534
2266	128823	98478
2267	128889	98428
2268	128938	98366
2269	128990	98305
2270	129045	98247
2271	129096	98185
2272	129152	98128
2273	129205	98068
2274	129266	98014
2275	129321	97957
2276	129371	97894
2277	129424	97835
2278	129477	97775
2279	129531	97716
2280	129589	97660
2281	129662	97616
2282	129725	97564
2283	129769	97497
2284	129822	97437
2285	129882	97383
2286	129953	97336
2287	130005	97276
2288	130064	97221
2289	130130	97171
2290	130191	97118
2291	130240	97055
2292	130305	97004
2293	130365	96949
2294	130422	96893
2295	130488	96843
2296	130549	96789
2297	130595	96724
2298	130646	96663
2299	130699	96603
2300	130762	96551
2301	130819	96494
2302	130869	96433
2303	130936	96383
2304	130985	96320
2305	131035	96259
2306	131102	96210
2307	131165	96157
2308	131225	96103
2309	131289	96051
2310	131343	95992
2311	131406	95940
2312	131463	95883
2313	131523	95828
2314	131583	95774
2315	131642	95719
2316	131705	95667
2317	131760	95608
2318	131817	95552
2319	131879	95498
2320	131938	95443
2321	131985	95379
2322	132047	95326
2323	132104	95269
2324	132155	95208
2325	132213	95152
2326	132254	95084
2327	132306	95024
2328	132362	94966
2329	132418	94909
2330	132467	94847
2331	132532	94796
2332	132586	94737
2333	132654	94687
2334	132708	94629
2335	132759	94568
2336	132807	94505
2337	132861	94446
2338	132923	94392
2339	132972	94330
2340	133027	94272
2341	133083	94215
2342	133139	94158
2343	133195	94100
2344	133251	94042
2345	133309	93987
2346	133362	93927
2347	133424	93874
2348	133480	93817
2349	133533	93757
2350	133605	93711
2351	133660	93653
2352	133720	93598
2353	133778	93542
2354	133833	93484
2355	133887	93425
2356	133941	93366
2357	133998	93310
2358	134049	93249
2359	134109	93195
2360	134176	93144
2361	134235	93089
2362	134294	93034
2363	134348	92975
2364	134408	92920
2365	134461	92861
2366	134511	92799
2367	134570	92744
2368	134633	92691
2369	134680	92628
2370	134740	92573
2371	134790	92512
2372	134839	92449
2373	134893	92390
2374	134947	92332
2375	135007	92278
2376	135072	92226
2377	135140	92177
2378	135195	92119
2379	135242	92056
2380	135301	92000
2381	135352	91940
2382	135412	91885
2383	135479	91835
2384	135530	91774
2385	135587	91717
2386	135634	91653
2387	135696	91601
2388	135761	91549
2389	135816	91491
2390	135875	91436
2391	135936	91381
2392	135981	91317
2393	136033	91257
2394	136102	91208
2395	136164	91154
2396	136221	91098
2397	136278	91041
2398	136334	90984
2399	136388	90925
2400	136447	90870
2401	136507	90815
2402	136568	90761
2403	136632	90709
2404	136691	90653
2405	136749	90597
2406	136802	90538
2407	136861	90483
2408	136929	90434
2409	136990	90379
2410	137049	90324
2411	137110	90270
2412	137165	90212
2413	137216	90151
2414	137266	90089
2415	137321	90031
2416	137381	89977
2417	137430	89915
2418	137497	89865
2419	137553	89807
2420	137602	89745
2421	137660	89689
2422	137721	89635
2423	137763	89569
2424	137816	89509
2425	137871	89451
2426	137931	89396
2427	137999	89347
2428	138054	89289
2429	138107	89229
2430	138153	89165
2431	138195	89099
2432	138241	89036
2433	138307	88985
2434	138354	88921
2435	138412	88866
2436	138471	88810
2437	138528	88753
2438	138575	88690
2439	138630	88632
2440	138672	88566
2441	138730	88510
2442	138786	88452
2443	138840	88394
2444	138885	88329
2445	138943	88274
2446	138997	88215
2447	139057	88160
2448	139106	88098
2449	139152	88035
2450	139206	87976
2451	139252	87912
2452	139307	87855
2453	139359	87795
2454	139413	87736
2455	139473	87682
2456	139539	87631
2457	139607	87581
2458	139664	87524
2459	139733	87475
2460	139785	87415
2461	139844	87360
2462	139902	87303
2463	139963	87250
2464	140023	87195
2465	140071	87132
2466	140138	87082
2467	140182	87017
2468	140237	86959
2469	140307	86911
2470	140378	86863
2471	140432	86804
2472	140482	86743
2473	140533	86682
2474	140583	86621
2475	140637	86563
2476	140700	86510
2477	140766	86459
2478	140825	86403
2479	140877	86344
2480	140932	86286
2481	140987	86228
2482	141036	86166
2483	141093	86109
2484	141151	86053
2485	141203	85994
2486	141262	85938
2487	141317	85881
2488	141378	85827
2489	141427	85765
2490	141481	85707
2491	141539	85650
2492	141587	85588
2493	141648	85534
2494	141707	85478
2495	141775	85429
2496	141847	85381
2497	141909	85327
2498	141965	85270
2499	142021	85212
2500	142077	85155
2501	142127	85094
2502	142182	85037
2503	142236	84978
2504	142301	84926
2505	142370	84876
2506	142432	84822
2507	142483	84763
2508	142531	84700
2509	142586	84642
2510	142637	84582
2511	142697	84527
2512	142755	84471
2513	142806	84411
2514	142855	84350
2515	142914	84294
2516	142977	84241
2517	143030	84182
2518	143086	84125
2519	143143	84068
2520	143202	84013
2521	143260	83956
2522	143314	83898
2523	143372	83842
2524	143435	83789
2525	143498	83735
2526	143551	83676
2527	143618	83626
2528	143675	83569
2529	143728	83510
2530	143790	83456
2531	143852	83402
2532	143901	83341
2533	143956	83283
2534	144022	83231
2535	144072	83171
2536	144128	83113
2537	144179	83053
2538	144238	82998
2539	144293	82940
2540	144353	82885
2541	144410	82828
2542	144470	82773
2543	144525	82716
2544	144574	82654
2545	144636	82600
2546	144693	82543
2547	144750	82487
2548	144812	82433
2549	144870	82377
2550	144920	82316
2551	144966	82253
2552	145019	82194
2553	145076	82138
2554	145130	82079
2555	145196	82028
2556	145247	81968
2557	145314	81916
2558	145369	81859
2559	145429	81804
2560	145486	81747
2561	145545	81691
2562	145598	81632
2563	145647	81571
2564	145719	81523
2565	145774	81465
2566	145828	81407
2567	145889	81352
2568	145949	81297
2569	146008	81241
2570	146065	81185
2571	146110	81122
2572	146166	81064
2573	146230	81011
2574	146280	80951
2575	146334	80892
2576	146390	80835
2577	146441	80775
2578	146494	80716
2579	146553	80661
2580	146618	80609
2581	146671	80550
2582	146727	80492
2583	146789	80438
2584	146839	80378
2585	146885	80315
2586	146935	80254
2587	146990	80197
2588	147041	80137
2589	147096	80079
2590	147148	80020
2591	147203	79962
2592	147260	79905
2593	147319	79850
2594	147387	79799
2595	147445	79743
2596	147490	79679
2597	147536	79617
2598	147584	79556
2599	147638	79497
2600	147685	79435
2601	147743	79379
2602	147803	79324
2603	147863	79269
2604	147911	79207
2605	147968	79151
2606	148029	79096
2607	148089	79041
2608	148144	78983
2609	148195	78923
2610	148254	78868
2611	148303	78807
2612	148360	78750
2613	148417	78694
2614	148479	78640
2615	148530	78580
2616	148589	78524
2617	148647	78468
2618	148705	78412
2619	148759	78354
2620	148812	78295
2621	148867	78237
2622	148918	78177
2623	148964	78115
2624	149018	78057
2625	149073	77999
2626	149132	77943
2627	149177	77881
2628	149232	77823
2629	149288	77766
2630	149359	77717
2631	149416	77660
2632	149467	77600
2633	149522	77542
2634	149578	77485
2635	149631	77426
2636	149669	77360
2637	149725	77303
2638	149778	77244
2639	149828	77184
2640	149887	77128
2641	149935	77067
2642	149990	77009
2643	150042	76950
2644	150094	76891
2645	150144	76831
2646	150198	76773
2647	150257	76717
2648	150306	76656
2649	150355	76596
2650	150423	76545
2651	150476	76486
2652	150535	76431
2653	150590	76373
2654	150650	76318
2655	150701	76258
2656	150752	76198
2657	150807	76141
2658	150864	76084
2659	150919	76026
2660	150983	75974
2661	151043	75918
2662	151097	75861
2663	151164	75809
2664	151220	75752
2665	151278	75696
2666	151327	75635
2667	151383	75578
2668	151440	75521
2669	151491	75462
2670	151540	75401
2671	151606	75349
2672	151669	75295
2673	151728	75240
2674	151798	75190
2675	151851	75131
2676	151915	75078
2677	151964	75017
2678	152013	74957
2679	152081	74905
2680	152142	74850
2681	152193	74791
2682	152245	74732
2683	152305	74677
2684	152359	74619
2685	152421	74564
2686	152483	74511
2687	152538	74453
2688	152588	74393
2689	152641	74334
2690	152694	74275
2691	152749	74218
2692	152810	74163
2693	152854	74101
2694	152909	74043
2695	152960	73983
2696	153014	73925
2697	153070	73868
2698	153123	73809
2699	153189	73757
2700	153240	73698
2701	153301	73643
2702	153364	73589
2703	153418	73532
2704	153472	73473
2705	153519	73412
2706	153579	73357
2707	153627	73296
2708	153679	73237
2709	153730	73177
2710	153789	73122
2711	153849	73067
2712	153910	73012
2713	153956	72950
2714	154019	72896
2715	154081	72842
2716	154152	72792
2717	154203	72733
2718	154260	72676
2719	154310	72616
2720	154363	72558
2721	154422	72502
2722	154488	72450
2723	154545	72393
2724	154599	72335
2725	154654	72278
2726	154710	72220
2727	154763	72162
2728	154817	72104
2729	154873	72047
2730	154930	71990
2731	154993	71937
2732	155047	71878
2733	155105	71822
2734	155157	71763
2735	155205	71703
2736	155248	71640
2737	155297	71579
2738	155354	71523
2739	155408	71465
2740	155471	71411
2741	155521	71351
2742	155580	71296
2743	155627	71234
2744	155679	71175
2745	155741	71121
2746	155799	71065
2747	155865	71012
2748	155918	70954
2749	155975	70898
2750	156041	70845
2751	156090	70785
2752	156134	70722
2753	156178	70660
2754	156246	70608
2755	156307	70553
2756	156364	70497
2757	156434	70446
2758	156490	70389
2759	156542	70330
2760	156598	70273
2761	156657	70217
2762	156712	70160
2763	156774	70105
2764	156832	70049
2765	156883	69990
2766	156941	69934
2767	156999	69878
2768	157046	69817
2769	157095	69757
2770	157148	69698
2771	157205	69642
2772	157263	69586
2773	157333	69535
2774	157388	69477
2775	157436	69417
2776	157490	69359
2777	157550	69303
2778	157605	69246
2779	157656	69187
2780	157720	69133
2781	157772	69075
2782	157818	69013
2783	157875	68957
2784	157933	68901
2785	157997	68847
2786	158049	68788
2787	158102	68730
2788	158157	68673
2789	158202	68611
2790	158256	68553
2791	158316	68498
2792	158374	68441
2793	158423	68381
2794	158490	68329
2795	158541	68270
2796	158588	68209
2797	158645	68152
2798	158689	68090
2799	158749	68035
2800	158810	67980
2801	158877	67928
2802	158937	67873
2803	158996	67817
2804	159044	67756
2805	159108	67703
2806	159164	67646
2807	159220	67589
2808	159270	67529
2809	159331	67475
2810	159388	67418
2811	159445	67361
2812	159510	67308
2813	159571	67253
2814	159616	67192
2815	159680	67138
2816	159734	67080
2817	159788	67022
2818	159841	66964
2819	159899	66908
2820	159954	66851
2821	160007	66792
2822	160055	66732
2823	160113	66676
2824	160176	66622
2825	160223	66561
2826	160273	66501
2827	160326	66443
2828	160387	66388
2829	160436	66328
2830	160489	66270
2831	160549	66215
2832	160608	66159
2833	160677	66107
2834	160729	66049
2835	160790	65994
2836	160845	65936
2837	160897	65878
2838	160952	65821
2839	161010	65764
2840	161069	65709
2841	161127	65653
2842	161177	65593
2843	161244	65540
2844	161295	65481
2845	161340	65420
2846	161393	65362
2847	161451	65306
2848	161498	65245
2849	161558	65190
2850	161607	65130
2851	161661	65072
2852	161729	65020
2853	161787	64964
2854	161850	64910
2855	161905	64852
2856	161964	64797
2857	162020	64740
2858	162070	64680
2859	162128	64624
2860	162178	64565
2861	162243	64511
2862	162291	64451
2863	162346	64394
2864	162403	64337
2865	162451	64277
2866	162510	64221
2867	162558	64161
2868	162613	64104
2869	162684	64053
2870	162741	63996
2871	162796	63939
2872	162861	63886
2873	162925	63832
2874	162981	63775
2875	163045	63721
2876	163102	63665
2877	163172	63613
2878	163225	63555
2879	163279	63497
2880	163331	63439
2881	163379	63379
2882	163430	63320
2883	163482	63261
2884	163531	63201
2885	163592	63147
2886	163647	63089
2887	163707	63034
2888	163777	62982
2889	163831	62925
2890	163884	62866
2891	163947	62812
2892	163999	62754
2893	164051	62695
2894	164098	62635
2895	164155	62578
2896	164201	62517
2897	164246	62456
2898	164295	62397
2899	164352	62340
2900	164399	62280
2901	164449	62221
2902	164506	62164
2903	164556	62105
2904	164617	62050
2905	164671	61992
2906	164724	61934
2907	164782	61878
2908	164837	61821
2909	164901	61767
2910	164951	61708
2911	165011	61652
2912	165065	61594
2913	165115	61535
2914	165170	61478
2915	165224	61420
2916	165277	61362
2917	165332	61305
2918	165400	61253
2919	165455	61195
2920	165513	61139
2921	165575	61084
2922	165636	61029
2923	165690	60972
2924	165735	60911
2925	165792	60854
2926	165854	60799
2927	165906	60741
2928	165968	60686
2929	166029	60631
2930	166079	60573
2931	166136	60516
2932	166193	60459
2933	166249	60402
2934	166300	60343
2935	166357	60287
2936	166418	60232
2937	166477	60176
2938	166525	60116
2939	166581	60059
2940	166631	60000
2941	166680	59941
2942	166736	59884
2943	166784	59824
2944	166842	59768
2945	166897	59711
2946	166951	59653
2947	167005	59596
2948	167060	59538
2949	167122	59484
2950	167183	59429
2951	167244	59374
2952	167308	59319
2953	167372	59265
2954	167421	59206
2955	167478	59150
2956	167527	59090
2957	167593	59037
2958	167659	58983
2959	167721	58929
2960	167768	58869
2961	167821	58811
2962	167878	58754
2963	167935	58698
2964	167989	58640
2965	168037	58580
2966	168099	58526
2967	168160	58470
2968	168213	58412
2969	168278	58359
2970	168337	58303
2971	168398	58248
2972	168450	58190
2973	168511	58134
2974	168571	58079
2975	168626	58021
2976	168686	57966
2977	168733	57906
2978	168784	57847
2979	168833	57788
2980	168889	57731
2981	168933	57670
2982	168992	57614
2983	169053	57559
2984	169111	57503
2985	169168	57446
2986	169222	57389
2987	169293	57337
2988	169335	57276
2989	169386	57217
2990	169443	57161
2991	169501	57104
2992	169561	57049
2993	169621	56993
2994	169674	56935
2995	169730	56878
2996	169782	56820
2997	169845	56766
2998	169898	56708
2999	169950	56650
3000	170003	56592
3001	170058	56534
3002	170115	56478
3003	170171	56421
3004	170225	56364
3005	170276	56305
3006	170325	56246
3007	170384	56190
3008	170431	56130
3009	170486	56073
3010	170537	56015
3011	170593	55958
3012	170644	55899
3013	170705	55844
3014	170775	55792
3015	170832	55735
3016	170894	55680
3017	170948	55623
3018	170987	55561
3019	171043	55504
3020	171104	55448
3021	171159	55391
3022	171221	55337
3023	171275	55279
3024	171326	55220
3025	171383	55164
3026	171430	55104
3027	171490	55049
3028	171543	54991
3029	171605	54936
3030	171656	54877
3031	171704	54818
3032	171758	54761
3033	171813	54704
3034	171866	54646
3035	171926	54590
3036	171973	54530
3037	172027	54473
3038	172085	54417
3039	172145	54361
3040	172201	54304
3041	172258	54248
3042	172313	54191
3043	172368	54134
3044	172423	54077
3045	172473	54018
3046	172521	53958
3047	172572	53900
3048	172632	53845
3049	172691	53789
3050	172754	53734
3051	172803	53675
3052	172848	53615
3053	172910	53560
3054	172960	53501
3055	173011	53443
3056	173063	53385
3057	173118	53328
3058	173173	53271
3059	173220	53211
3060	173270	53152
3061	173324	53095
3062	173391	53042
3063	173442	52983
3064	173491	52924
3065	173546	52867
3066	173606	52812
3067	173655	52753
3068	173706	52694
3069	173766	52639
3070	173824	52583
