iter	TotalF1:average=Macro	MultiClass
1815	0.4830337061	1.073171961
1816	0.4830450201	1.073157462
1817	0.4830690153	1.073139981
1818	0.4831037465	1.073123719
1819	0.4831006783	1.073098379
1820	0.4831103554	1.073071547
1821	0.4831387783	1.073057183
1822	0.483141234	1.073041871
1823	0.4831329349	1.073033266
1824	0.4831340001	1.073020731
1825	0.4831579319	1.073009212
1826	0.483184634	1.07299207
1827	0.4832044091	1.072981907
1828	0.4832094143	1.072967881
1829	0.4832230118	1.072943625
1830	0.4832267763	1.072932377
1831	0.483237337	1.072912186
1832	0.4832504915	1.072896738
1833	0.4832520545	1.072883322
1834	0.483269056	1.072858659
1835	0.4832691446	1.072845108
1836	0.4832848613	1.072833658
1837	0.4832965346	1.072824375
1838	0.4832770165	1.072815025
1839	0.4832666828	1.072806623
1840	0.4832859202	1.072797002
1841	0.4832803078	1.0727886
1842	0.4832871201	1.072767935
1843	0.4833051721	1.072744288
1844	0.4833079376	1.072735344
1845	0.4832987958	1.072722335
1846	0.4833370045	1.072712443
1847	0.483340927	1.072695301
1848	0.4833527425	1.072680869
1849	0.4833342913	1.07266393
1850	0.4833399091	1.07264672
1851	0.4833708695	1.072637166
1852	0.4833767259	1.072623954
1853	0.4833508618	1.072609861
1854	0.4833868939	1.072598275
1855	0.4834222776	1.072580591
1856	0.4834325569	1.072569885
1857	0.4834343586	1.072540954
1858	0.4834538829	1.072530384
1859	0.4834542034	1.072515274
1860	0.4834602399	1.072504298
1861	0.483469816	1.072493999
1862	0.4834407588	1.072480448
1863	0.4834545525	1.072470691
1864	0.4834516393	1.072456733
1865	0.4834762485	1.072446773
1866	0.4834617061	1.072429699
1867	0.4834817169	1.072420281
1868	0.4835159508	1.072397786
1869	0.483523419	1.072383557
1870	0.4835397958	1.072376646
1871	0.4835378941	1.072367567
1872	0.4835486996	1.072354693
1873	0.4835633469	1.072336806
1874	0.4835566493	1.072322374
1875	0.4835828567	1.072311194
1876	0.4835940838	1.072297846
1877	0.4836026335	1.072284499
1878	0.4836044888	1.07227149
1879	0.483656327	1.072250553
1880	0.4836425963	1.07223978
1881	0.4836668064	1.072224535
1882	0.4836653649	1.07220929
1883	0.4836673762	1.072193706
1884	0.4836694719	1.0721809
1885	0.4836948192	1.072168095
1886	0.4836933	1.07215495
1887	0.4837164304	1.07212839
1888	0.4837316472	1.072115923
1889	0.4837294257	1.072103185
1890	0.4837178338	1.072088617
1891	0.4837250008	1.072069307
1892	0.4837437627	1.072042001
1893	0.483752029	1.072031838
1894	0.4837576656	1.072020523
1895	0.4837803172	1.07200521
1896	0.4837661106	1.071996063
1897	0.4837798056	1.071988813
1898	0.4838097424	1.071969435
1899	0.4838241501	1.071958256
1900	0.4838166849	1.071940707
1901	0.4838391438	1.071921871
1902	0.4838572295	1.071911572
1903	0.4838724032	1.071891787
1904	0.4838622035	1.071876678
1905	0.4838538997	1.071865295
1906	0.4838594388	1.071846662
1907	0.4838540109	1.071830468
1908	0.4838783082	1.071818205
1909	0.4838982661	1.071806551
1910	0.4839307254	1.071787173
1911	0.4839274159	1.071761832
1912	0.4839163566	1.071752888
1913	0.4839314416	1.071725109
1914	0.4839287574	1.071712235
1915	0.4839316687	1.071696516
1916	0.4839260943	1.071681067
1917	0.4839408396	1.071659115
1918	0.4839539195	1.071635603
1919	0.4839853116	1.071618936
1920	0.4839832046	1.071610602
1921	0.483970898	1.071588039
1922	0.484022765	1.071578824
1923	0.4839809086	1.071568458
1924	0.4839928343	1.071557278
1925	0.4840262403	1.071531463
1926	0.4840398741	1.071513034
1927	0.4840383362	1.071493249
1928	0.484048339	1.071483628
1929	0.4840598265	1.071470619
1930	0.4840611971	1.071459642
1931	0.4840708988	1.071437893
1932	0.4840775366	1.071422783
1933	0.4840740339	1.071414178
1934	0.4841049918	1.071404963
1935	0.4841312096	1.071389989
1936	0.4841472678	1.071379081
1937	0.4841398114	1.071360313
1938	0.4841368755	1.071346897
1939	0.48417399	1.071330365
1940	0.4841532108	1.071307463
1941	0.4841581526	1.071296758
1942	0.4841783704	1.071283613
1943	0.4842245405	1.071269656
1944	0.4842365744	1.07125502
1945	0.4842592761	1.071234829
1946	0.4842681461	1.071224801
1947	0.4842945367	1.071214638
1948	0.48429971	1.071205491
1949	0.4843070485	1.071195666
1950	0.4843088596	1.071174662
1951	0.4843105858	1.07115542
1952	0.4843360999	1.071144172
1953	0.4843500433	1.071127911
1954	0.48436049	1.071116934
1955	0.4843448527	1.071102841
1956	0.4843692123	1.071086309
1957	0.4844272973	1.071068421
1958	0.4844223946	1.071055412
1959	0.484415457	1.071039422
1960	0.4844107156	1.071029327
1961	0.4844000075	1.07101381
1962	0.4843932338	1.071000734
1963	0.4844208626	1.070986573
1964	0.4844276806	1.070976342
1965	0.4844288652	1.070960555
1966	0.4844272458	1.070934536
1967	0.4844472655	1.070922137
1968	0.4844771517	1.070910212
1969	0.4845025573	1.070903233
1970	0.4844957233	1.070893409
1971	0.4844926967	1.070877622
1972	0.4845088559	1.070861293
1973	0.4845003811	1.07083995
1974	0.4845342737	1.070818336
1975	0.4845513431	1.070806749
1976	0.4845549288	1.070796993
1977	0.484530761	1.070780596
1978	0.4845384451	1.070770839
1979	0.4845530145	1.070758778
1980	0.4845968067	1.07074062
1981	0.4845944524	1.070728085
1982	0.484588272	1.070711485
1983	0.4845856262	1.070682757
1984	0.484590371	1.070664463
1985	0.4846050767	1.070654164
1986	0.4846147268	1.070635057
1987	0.4846008573	1.07060023
1988	0.4846575672	1.070584782
1989	0.4846603095	1.070568656
1990	0.4846525759	1.070551717
1991	0.4846756472	1.070532475
1992	0.4846791162	1.070519059
1993	0.4846755748	1.070509573
1994	0.4847100197	1.070496835
1995	0.4847207516	1.070484639
1996	0.4847534117	1.070467701
1997	0.4847459312	1.070446764
1998	0.4847716763	1.070427792
1999	0.4847666581	1.070399742
2000	0.4847592272	1.070389646
2001	0.4847635641	1.070381109
2002	0.4847786562	1.070360376
2003	0.4847942692	1.070347773
2004	0.4847751227	1.070334764
2005	0.4847838379	1.070318232
2006	0.4847951906	1.070308001
2007	0.4848358065	1.070297092
2008	0.4848568502	1.070283405
2009	0.4848396188	1.070276765
2010	0.4848351031	1.070264434
2011	0.4848522503	1.070249866
2012	0.4848656853	1.07022954
2013	0.4848810928	1.070212533
2014	0.4849323064	1.070196272
2015	0.4849039175	1.070182653
2016	0.4849175852	1.07016524
2017	0.4848929456	1.070153789
2018	0.4849134098	1.070135698
2019	0.484892018	1.070120047
2020	0.4849148387	1.070109951
2021	0.4849108939	1.070092877
2022	0.4849297075	1.070079258
2023	0.4849459151	1.070068552
2024	0.4849225056	1.070060083
2025	0.4848789741	1.070047209
2026	0.4849156171	1.070039485
2027	0.4848969758	1.070013061
2028	0.4849299074	1.069993276
2029	0.4849503207	1.069975524
2030	0.4849699543	1.069963938
2031	0.48495029	1.069952623
2032	0.4849725951	1.069940291
2033	0.484993475	1.069919422
2034	0.4849799498	1.069900586
2035	0.4849961482	1.069884596
2036	0.485001731	1.069873078
2037	0.4850148437	1.069858307
2038	0.4850196962	1.069844078
2039	0.4850357078	1.069829849
2040	0.4850266972	1.069816908
2041	0.4850165719	1.069803967
2042	0.4850618338	1.069791906
2043	0.4850760427	1.069779168
2044	0.4850812887	1.069771715
2045	0.4850937635	1.069760874
2046	0.4851084524	1.069753557
2047	0.4851203042	1.069735263
2048	0.4851523867	1.069719137
2049	0.4851449971	1.069700843
2050	0.4851723523	1.069684514
2051	0.4851796239	1.069665881
2052	0.4852026679	1.069656802
2053	0.4852040535	1.069632884
2054	0.4852300316	1.069611473
2055	0.4852185284	1.069594467
2056	0.4852013487	1.069583761
2057	0.4852242239	1.069565874
2058	0.4852186962	1.069555575
2059	0.4852160379	1.069533351
2060	0.4852318624	1.069526711
2061	0.4852681988	1.069510856
2062	0.485281743	1.069497847
2063	0.4852910353	1.069486193
2064	0.4852832045	1.069467493
2065	0.4852883618	1.069446895
2066	0.4853053634	1.06942318
2067	0.4853334409	1.069410984
2068	0.4853362885	1.069393504
2069	0.4853331263	1.069377649
2070	0.4853476015	1.069370738
2071	0.4853456109	1.069346481
2072	0.4853965291	1.069337266
2073	0.4853477143	1.069324799
2074	0.485347447	1.069304811
2075	0.4853897023	1.069287873
2076	0.4853554584	1.069269917
2077	0.4853824468	1.069259619
2078	0.485390549	1.069237395
2079	0.4853436176	1.069219778
2080	0.485353313	1.069197283
2081	0.485374617	1.069183461
2082	0.4853910076	1.069167335
2083	0.4853889006	1.069144637
2084	0.4854045955	1.0691361
2085	0.4854028782	1.069126005
2086	0.4854112638	1.069117467
2087	0.4854117169	1.069099851
2088	0.4854238008	1.069089281
2089	0.4854021289	1.06907844
2090	0.4853937869	1.069067193
2091	0.485404156	1.069056555
2092	0.4853939029	1.069045104
2093	0.4854379196	1.06903074
2094	0.4854597151	1.069015698
2095	0.485465266	1.069001063
2096	0.4854728078	1.068988799
2097	0.4854916103	1.068973554
2098	0.4854803302	1.068967456
2099	0.4854704891	1.068956683
2100	0.4854635699	1.06895106
2101	0.4854947614	1.068940625
2102	0.4855099684	1.068933782
2103	0.4855139199	1.068924974
2104	0.4855053058	1.068913523
2105	0.4854951052	1.068894687
2106	0.4854732979	1.068884591
2107	0.485486294	1.068870566
2108	0.4855017518	1.06885566
2109	0.4854883571	1.068843599
2110	0.4855040424	1.068824628
2111	0.4855064237	1.068804572
2112	0.4855144168	1.06879468
2113	0.4855101299	1.068771914
2114	0.485542225	1.0687648
2115	0.4855361093	1.068758092
2116	0.4855432153	1.068743457
2117	0.4855541366	1.068730312
2118	0.4855826703	1.068718048
2119	0.4856189171	1.068698467
2120	0.4856163227	1.068689252
2121	0.4856285489	1.06868085
2122	0.4856324516	1.068668383
2123	0.4856408031	1.068660795
2124	0.4856889577	1.068651173
2125	0.4856654566	1.068640875
2126	0.4856726555	1.06863044
2127	0.4856637752	1.068615941
2128	0.4856936156	1.068600086
2129	0.4857239071	1.068582334
2130	0.4857506684	1.068570341
2131	0.4857552473	1.068553334
2132	0.4857427959	1.068538022
2133	0.4857584462	1.068519999
2134	0.4857657267	1.068509564
2135	0.4857689165	1.068490864
2136	0.4858047457	1.068465049
2137	0.485819531	1.068450481
2138	0.4858309979	1.068436524
2139	0.4858361518	1.068425818
2140	0.4858530038	1.068405085
2141	0.4858644773	1.068394041
2142	0.4858613789	1.068381303
2143	0.4858681796	1.068358063
2144	0.4859049883	1.068339904
2145	0.4859022117	1.068326082
2146	0.4858914908	1.068313818
2147	0.4859260602	1.068303316
2148	0.4859378758	1.068288139
2149	0.4859504752	1.068266457
2150	0.4859451817	1.068249789
2151	0.4859319615	1.068233867
2152	0.4859108244	1.068223974
2153	0.4859296573	1.068206561
2154	0.4859452455	1.068193823
2155	0.4859461709	1.068174716
2156	0.4859414594	1.068162927
2157	0.4859486652	1.068153712
2158	0.4859717491	1.068144497
2159	0.4859694489	1.068131759
2160	0.4859960037	1.068111974
2161	0.4860138006	1.068088125
2162	0.486033287	1.068077826
2163	0.4860463718	1.068062784
2164	0.4860662419	1.068051265
2165	0.486072045	1.068037308
2166	0.486111024	1.06801793
2167	0.4861091009	1.068005598
2168	0.4861091475	1.067983916
2169	0.4861035528	1.067974973
2170	0.4861265117	1.067954511
2171	0.4861237282	1.067945228
2172	0.4861476051	1.067935268
2173	0.4861671831	1.067913315
2174	0.4861712987	1.067896376
2175	0.4862101893	1.067882351
2176	0.4861976872	1.067869138
2177	0.4862034703	1.067854097
2178	0.4862346769	1.067844408
2179	0.4862271711	1.067823878
2180	0.4862402715	1.067808226
2181	0.4862443425	1.06779542
2182	0.4862743401	1.067782411
2183	0.4862897199	1.067767912
2184	0.4863043631	1.067756596
2185	0.4862992725	1.067749347
2186	0.4863382488	1.067737828
2187	0.4863638232	1.067721702
2188	0.4863620642	1.067710252
2189	0.486376163	1.067687825
2190	0.4863536677	1.067678339
2191	0.4863586369	1.067666143
2192	0.4863657184	1.067651643
2193	0.4864112437	1.067641615
2194	0.4863884123	1.067631384
2195	0.4863952202	1.067614649
2196	0.4863907972	1.067602317
2197	0.4863936023	1.067590595
2198	0.4864173636	1.067576096
2199	0.4864144919	1.067566136
2200	0.4864145954	1.067556379
2201	0.4864169039	1.067544115
2202	0.4864383865	1.067521281
2203	0.4864185436	1.067508543
2204	0.486441403	1.06749506
2205	0.4864310704	1.067477443
2206	0.486431345	1.067462808
2207	0.4864486846	1.067448986
2208	0.4864363197	1.067440381
2209	0.4864373295	1.067428185
2210	0.4864445618	1.067414634
2211	0.4864366417	1.06739634
2212	0.4864302284	1.067379198
2213	0.4864361852	1.067361785
2214	0.4864493108	1.06734471
2215	0.4864638456	1.067336105
2216	0.4864759278	1.067314762
2217	0.4864981137	1.06730216
2218	0.4864868411	1.067290438
2219	0.4864998307	1.067276684
2220	0.4865156221	1.067261371
2221	0.4865027132	1.067251614
2222	0.4865121504	1.067236234
2223	0.4865097881	1.067228984
2224	0.4865003465	1.067209877
2225	0.4865165511	1.067184604
2226	0.4865402454	1.067173831
2227	0.4865557647	1.067161635
2228	0.486553491	1.067149303
2229	0.4865524406	1.067136159
2230	0.486574081	1.067122879
2231	0.4865699265	1.067112173
2232	0.4865661794	1.067100316
2233	0.4866007084	1.067091033
2234	0.4865738611	1.06708358
2235	0.4865989557	1.067072468
2236	0.4866119814	1.067062576
2237	0.4866278302	1.067047805
2238	0.4866465925	1.067036829
2239	0.4866507186	1.067022736
2240	0.4866715441	1.067011488
2241	0.4866764364	1.067000512
2242	0.4866670253	1.066976255
2243	0.4866715756	1.066966092
2244	0.486693728	1.066956945
2245	0.4866869311	1.066940819
2246	0.486687737	1.066921035
2247	0.4866826896	1.066905654
2248	0.4867213076	1.066893594
2249	0.4867292141	1.066880449
2250	0.4867313544	1.066867169
2251	0.4867354555	1.066845758
2252	0.4867384712	1.066837628
2253	0.4867601586	1.066822586
2254	0.4867745013	1.066803479
2255	0.4867872639	1.066782203
2256	0.4867880968	1.066771634
2257	0.4867900926	1.066761199
2258	0.4868330711	1.06674609
2259	0.4868119133	1.066737485
2260	0.4868277657	1.066719868
2261	0.4868389024	1.066708621
2262	0.4868246267	1.066690259
2263	0.4868265665	1.066684161
2264	0.4868672142	1.066671694
2265	0.4868701289	1.066662547
2266	0.4868839715	1.066650893
2267	0.486848719	1.066634632
2268	0.4868739794	1.066621148
2269	0.4868794892	1.066608546
2270	0.4869057734	1.066598315
2271	0.4869141142	1.066586254
2272	0.4869048833	1.066575549
2273	0.4868985434	1.066559355
2274	0.4869417684	1.066548379
2275	0.4869381282	1.066527171
2276	0.4869236672	1.066516737
2277	0.4869230477	1.066506709
2278	0.486925836	1.066496343
2279	0.4869631756	1.066488822
2280	0.4869524031	1.066473509
2281	0.4869698898	1.066457925
2282	0.4869689259	1.06643604
2283	0.4869697968	1.066425538
2284	0.486977484	1.066418492
2285	0.4869927155	1.066392948
2286	0.4869929219	1.066380819
2287	0.4870007945	1.066364287
2288	0.4869905616	1.066345316
2289	0.486979407	1.06632587
2290	0.4869789647	1.066317061
2291	0.4870059079	1.066302697
2292	0.4870225986	1.066291856
2293	0.4870378361	1.066273224
2294	0.4870272851	1.066260757
2295	0.4870294629	1.066249035
2296	0.4870730403	1.066229724
2297	0.4871004975	1.066219832
2298	0.4870929399	1.066207094
2299	0.4870788957	1.066194288
2300	0.4871130697	1.066181686
2301	0.4871322476	1.066164408
2302	0.4871362207	1.066149773
2303	0.4871532174	1.066136222
2304	0.4871647785	1.066123823
2305	0.487193217	1.066111694
2306	0.4872168571	1.066098888
2307	0.487197547	1.066079985
2308	0.4872054914	1.066060878
2309	0.4872216384	1.066036215
2310	0.4872267493	1.066023341
2311	0.4872111398	1.066005589
2312	0.4872141908	1.065992986
2313	0.4872209186	1.065978351
2314	0.4872138348	1.06596209
2315	0.4872304924	1.065944338
2316	0.487233296	1.065931871
2317	0.487262984	1.065921708
2318	0.4872585891	1.065899213
2319	0.4872722997	1.065881054
2320	0.4872842346	1.065872653
2321	0.4872694257	1.065859915
2322	0.487257057	1.065841485
2323	0.4872709653	1.065827256
2324	0.4872815206	1.065813908
2325	0.4872629561	1.065806184
2326	0.4872916726	1.065794192
2327	0.4872960516	1.065776846
2328	0.4873279555	1.065766412
2329	0.4873417458	1.065755435
2330	0.4873402736	1.065745475
2331	0.487339336	1.065737345
2332	0.4873699896	1.06571695
2333	0.4873727127	1.065707668
2334	0.4873728923	1.065697911
2335	0.487367941	1.065686392
2336	0.4873714196	1.065679752
2337	0.4874177381	1.065664101
2338	0.4874344757	1.065647433
2339	0.4874578835	1.065632933
2340	0.487454678	1.065611116
2341	0.4874723274	1.065602443
2342	0.4874501212	1.06558835
2343	0.4874562732	1.065572495
2344	0.4874823201	1.065565178
2345	0.4874977697	1.065543022
2346	0.4874993008	1.065530893
2347	0.4875206968	1.065510635
2348	0.4875296422	1.065491663
2349	0.4875493214	1.065483193
2350	0.4875499893	1.065471675
2351	0.487548715	1.065449112
2352	0.487568647	1.065428311
2353	0.487623996	1.065409204
2354	0.4875960276	1.065394163
2355	0.4875938396	1.065377156
2356	0.4876026575	1.065363944
2357	0.487648133	1.065356762
2358	0.4876521005	1.06533508
2359	0.4876745209	1.065315973
2360	0.4876838784	1.065295443
2361	0.4876781764	1.065271525
2362	0.4877029533	1.065254722
2363	0.4877685187	1.065239138
2364	0.4877739573	1.065216846
2365	0.4877960995	1.065198823
2366	0.4878010802	1.065185543
2367	0.4878101745	1.065168672
2368	0.4878102047	1.065143603
2369	0.487848161	1.065133168
2370	0.4878418015	1.065118872
2371	0.4878466101	1.065105117
2372	0.4878811828	1.065088856
2373	0.4878858118	1.065073747
2374	0.4878846185	1.065058908
2375	0.4878793425	1.065042985
2376	0.4878863835	1.065025708
2377	0.4878784085	1.065007143
2378	0.4878952166	1.064999283
2379	0.4878800764	1.064985258
2380	0.4878846789	1.064975298
2381	0.487907122	1.064958223
2382	0.4879328021	1.064949889
2383	0.487908832	1.064931799
2384	0.4879316591	1.064913505
2385	0.487956883	1.06489914
2386	0.487947555	1.064889519
2387	0.4879545783	1.064881253
2388	0.487954587	1.064862823
2389	0.4879769306	1.064854083
2390	0.4879668417	1.064830233
2391	0.4879557763	1.064820612
2392	0.4879616236	1.064812074
2393	0.4879760878	1.064801301
2394	0.4879833449	1.064789512
2395	0.4880243687	1.064772234
2396	0.4880002052	1.064762952
2397	0.4880226886	1.064748452
2398	0.4880276902	1.064736391
2399	0.4880809629	1.064719453
2400	0.4880792429	1.064707392
2401	0.4880755721	1.06469235
2402	0.488057128	1.064670059
2403	0.4880825589	1.064650206
2404	0.4880799169	1.064630015
2405	0.4880604073	1.064614025
2406	0.4880597513	1.064607588
2407	0.48806659	1.064583128
2408	0.4880794253	1.064552367
2409	0.4881164289	1.064538003
2410	0.4881083391	1.064524791
2411	0.4881020568	1.064499382
2412	0.4880977617	1.064482308
2413	0.4881128509	1.064475194
2414	0.4881121432	1.064459881
2415	0.4881146451	1.064446533
2416	0.488117278	1.064433118
2417	0.4881372314	1.064422006
2418	0.4881709994	1.064404254
2419	0.4881507052	1.064392193
2420	0.4881863595	1.064382301
2421	0.4881837197	1.06436421
2422	0.4881706636	1.064351404
2423	0.4881634694	1.064342732
2424	0.4881850694	1.064327825
2425	0.4881653723	1.064315494
2426	0.488156031	1.06429869
2427	0.4881747177	1.064281887
2428	0.4881980396	1.064260612
2429	0.4881898973	1.064245706
2430	0.4882035224	1.064229986
2431	0.4881978823	1.064223211
2432	0.4882067935	1.06421508
2433	0.4882216913	1.064204375
2434	0.4882341306	1.064193263
2435	0.4882478513	1.064173885
2436	0.4882492624	1.064165957
2437	0.4882585008	1.064144682
2438	0.4882793173	1.064137026
2439	0.4882733268	1.064120629
2440	0.4883117403	1.064109246
2441	0.4883271102	1.064097185
2442	0.4883485901	1.064084718
2443	0.4883670038	1.064065679
2444	0.4883868878	1.064056396
2445	0.4884149789	1.064034444
2446	0.4884219536	1.064019402
2447	0.4884305365	1.064004902
2448	0.4884283413	1.063993587
2449	0.4884453387	1.063988031
2450	0.4884420556	1.06396845
2451	0.4884775793	1.063954763
2452	0.4885020224	1.063946429
2453	0.4885082065	1.063937553
2454	0.4885189183	1.063927661
2455	0.4885246829	1.063920885
2456	0.4885255472	1.063905844
2457	0.4884798893	1.063889921
2458	0.4884952731	1.063877115
2459	0.4885279933	1.063851775
2460	0.4885277629	1.06384527
2461	0.4885399729	1.063830432
2462	0.4885589929	1.063821352
2463	0.4885665577	1.063801703
2464	0.4885756976	1.063776092
2465	0.4885994496	1.063762066
2466	0.4886247065	1.063755291
2467	0.488610478	1.063745331
2468	0.4886292664	1.063735642
2469	0.4886204092	1.063725072
2470	0.4886286404	1.063701222
2471	0.4886120446	1.063691736
2472	0.4886488196	1.063681302
2473	0.4886766239	1.063669783
2474	0.4886996505	1.063660297
2475	0.4886756871	1.063652709
2476	0.4886859424	1.06363123
2477	0.4886715867	1.06362127
2478	0.4886782061	1.063602841
2479	0.488693559	1.063591051
2480	0.4887028755	1.063573435
2481	0.488709507	1.063555954
2482	0.4887133777	1.063549246
2483	0.4887120944	1.063539963
2484	0.4887045648	1.063521263
2485	0.4887221835	1.063501614
2486	0.4887128724	1.063479458
2487	0.4887097937	1.063466313
2488	0.4887134615	1.063451475
2489	0.4887295872	1.063443073
2490	0.4887013354	1.063430674
2491	0.4887329806	1.063414954
2492	0.4887606139	1.063400455
2493	0.4887652123	1.063388869
2494	0.4887623356	1.063370439
2495	0.4887619022	1.063349503
2496	0.4887685479	1.063326669
2497	0.4887931704	1.063312982
2498	0.4887910202	1.063294078
2499	0.4888126402	1.063274971
2500	0.4888186176	1.063259184
2501	0.4888110415	1.063244143
2502	0.4888421048	1.063235809
2503	0.4888613206	1.063222461
2504	0.488847208	1.063202134
2505	0.4888597885	1.063190074
2506	0.4888796297	1.063166562
2507	0.488893919	1.063154841
2508	0.4888891967	1.063143458
2509	0.488901959	1.063128281
2510	0.4889008039	1.063114323
2511	0.4889047917	1.063099552
2512	0.4889617485	1.063093386
2513	0.488966329	1.063080852
2514	0.4889767059	1.063068249
2515	0.4890056227	1.063046838
2516	0.4890384505	1.06302929
2517	0.4890617754	1.063020007
2518	0.4890652419	1.0630009
2519	0.4890858672	1.062985587
2520	0.4890929082	1.062973188
2521	0.4891044362	1.062958079
2522	0.4890872097	1.062949135
2523	0.4891045113	1.062939378
2524	0.4891092759	1.062915393
2525	0.4891099804	1.062893033
2526	0.4890915905	1.062871826
2527	0.4890961479	1.062862408
2528	0.4891141747	1.06283971
2529	0.4891376585	1.062828733
2530	0.4891396263	1.062804002
2531	0.4891489082	1.062786725
2532	0.4891595125	1.062777578
2533	0.4891805164	1.062761181
2534	0.4891717407	1.062751966
2535	0.4891862902	1.062736382
2536	0.4891911879	1.062721883
2537	0.4891915786	1.062714497
2538	0.4892269053	1.062704402
2539	0.4892354759	1.062694442
2540	0.4892430522	1.062680958
2541	0.4892404233	1.062672895
2542	0.4892671105	1.062654195
2543	0.4892432752	1.062640847
2544	0.4892797752	1.062624247
2545	0.4892835176	1.062610696
2546	0.4892749186	1.062587591
2547	0.4892810992	1.06257675
2548	0.4893275074	1.062564961
2549	0.4893269797	1.062546396
2550	0.4893349247	1.062533861
2551	0.4893497214	1.06252573
2552	0.4893772728	1.062506284
2553	0.4893776662	1.0624865
2554	0.4894001552	1.062477895
2555	0.4894082094	1.062452554
2556	0.489410147	1.062445169
2557	0.4894167858	1.06243426
2558	0.4894265288	1.06241644
2559	0.4894235209	1.062402686
2560	0.4894238858	1.062386899
2561	0.4894212204	1.062376465
2562	0.4894273091	1.062362778
2563	0.4894237417	1.062355799
2564	0.4894245445	1.062342451
2565	0.4894390196	1.062329578
2566	0.4894628683	1.06231413
2567	0.4895069529	1.062304644
2568	0.4895193705	1.062282962
2569	0.4895198241	1.062273747
2570	0.4895325116	1.062258028
2571	0.4895315395	1.062245696
2572	0.4895242037	1.062230926
2573	0.4895353345	1.062220559
2574	0.4895108457	1.062205721
2575	0.489510018	1.062197996
2576	0.4895475357	1.062187969
2577	0.4895524641	1.062178076
2578	0.4895790464	1.062166422
2579	0.4895582049	1.062154633
2580	0.489571522	1.062145147
2581	0.4895967889	1.06212665
2582	0.4896013252	1.062113573
2583	0.4896033296	1.062097583
2584	0.489607618	1.062082541
2585	0.4896101515	1.062073055
2586	0.4896291603	1.062058555
2587	0.4896355452	1.062038297
2588	0.4896380304	1.062028743
2589	0.4896491489	1.062015869
2590	0.4896445498	1.062004622
2591	0.4896723411	1.061989038
2592	0.4896717643	1.061974403
2593	0.4896812923	1.061956651
2594	0.4896690622	1.061945539
2595	0.4896983421	1.061934156
2596	0.4896914566	1.061924603
2597	0.489680901	1.061915049
2598	0.4896580947	1.061907122
2599	0.4896912262	1.061899736
2600	0.4897013787	1.06188754
2601	0.4897147815	1.061869043
2602	0.4896909328	1.061857863
2603	0.4896811678	1.061850749
2604	0.4896830939	1.061841331
2605	0.4897110393	1.06182988
2606	0.4897110458	1.061814161
2607	0.4897110984	1.061789159
2608	0.4897340328	1.06177222
2609	0.4897730835	1.06175894
2610	0.489771084	1.06174417
2611	0.4897712962	1.061731296
2612	0.4897794502	1.061720997
2613	0.4898096694	1.061703652
2614	0.4898171824	1.061690914
2615	0.4898189043	1.061679531
2616	0.4898273703	1.061671536
2617	0.489815026	1.061652903
2618	0.4898477137	1.061635083
2619	0.4898546955	1.061616654
2620	0.4898286066	1.061608523
2621	0.4898424741	1.06159836
2622	0.4898699533	1.061591313
2623	0.4898664009	1.061583589
2624	0.4898781113	1.061575661
2625	0.4898917822	1.061567056
2626	0.4898697782	1.061553031
2627	0.489870882	1.061543207
2628	0.4898823466	1.061527758
2629	0.4898949021	1.061518747
2630	0.4899170876	1.061492322
2631	0.4899244755	1.061476942
2632	0.4899305897	1.061464339
2633	0.4899361021	1.061454582
2634	0.4899811686	1.061442318
2635	0.4899623473	1.061431274
2636	0.4899573084	1.061424499
2637	0.4899632155	1.06140817
2638	0.4899620818	1.061401123
2639	0.489987301	1.061391027
2640	0.4899907096	1.061375173
2641	0.4899794398	1.06136589
2642	0.489990674	1.061343328
2643	0.4899896012	1.061333977
2644	0.4900056168	1.061323949
2645	0.490027712	1.06130823
2646	0.4900419872	1.061292443
2647	0.4900466838	1.061283228
2648	0.4901042341	1.061272387
2649	0.4901270052	1.061258633
2650	0.4901598313	1.061244269
2651	0.4901924762	1.06122943
2652	0.4902057374	1.061209578
2653	0.4901875512	1.061190674
2654	0.4902085751	1.061183086
2655	0.4902099979	1.061170144
2656	0.4901806127	1.06115578
2657	0.4901842669	1.061140738
2658	0.4901857157	1.061123393
2659	0.4901863588	1.061115398
2660	0.4901975996	1.06110144
2661	0.4902180205	1.061085856
2662	0.4902337967	1.061072034
2663	0.4902396392	1.061062413
2664	0.4902450964	1.061046694
2665	0.4902429918	1.061038427
2666	0.4902350616	1.061030094
2667	0.4902527312	1.061015526
2668	0.4902624533	1.061008683
2669	0.4902451813	1.0609994
2670	0.4902533423	1.06099005
2671	0.4902761067	1.060967962
2672	0.4902573629	1.060956172
2673	0.490257579	1.060935574
2674	0.4902693637	1.060921888
2675	0.4903048576	1.06091308
2676	0.4903239895	1.060903052
2677	0.4903396349	1.060897225
2678	0.4903589973	1.060888146
2679	0.4903542044	1.060864025
2680	0.490380688	1.060853184
2681	0.4903890841	1.060846137
2682	0.4904116868	1.060835974
2683	0.4903984702	1.060818357
2684	0.4903817902	1.06080982
2685	0.4904015613	1.060796676
2686	0.4904121883	1.060779737
2687	0.4904153483	1.060770319
2688	0.4904834344	1.060751279
2689	0.490496303	1.060731766
2690	0.4905351454	1.06071835
2691	0.4905134998	1.06070385
2692	0.4905111904	1.060695923
2693	0.4905513751	1.06068244
