iter	TotalF1:average=Macro	MultiClass
932	0.4729911503	1.089125758
933	0.4729883876	1.089098046
934	0.4729892579	1.089071824
935	0.473074405	1.089042351
936	0.4730675578	1.089014571
937	0.4731053594	1.088987333
938	0.4731009967	1.088955285
939	0.4731373096	1.088925472
940	0.4731811091	1.088895863
941	0.4731941699	1.088865441
942	0.4732156006	1.088829598
943	0.4731803794	1.088802903
944	0.4731994659	1.088772345
945	0.4732288306	1.088747478
946	0.4732410333	1.088716175
947	0.4732201844	1.088685821
948	0.4732060228	1.088658448
949	0.4732588196	1.088629584
950	0.4732812592	1.088600517
951	0.4733390253	1.08857294
952	0.4733263041	1.088540282
953	0.4733519899	1.088513044
954	0.4733818816	1.088478895
955	0.4734066225	1.088448405
956	0.4734418493	1.088423336
957	0.473460946	1.088390949
958	0.4734802591	1.088360594
959	0.4734783363	1.088332747
960	0.4734526519	1.088304899
961	0.4734585886	1.0882759
962	0.473464264	1.088251846
963	0.4734865248	1.088225422
964	0.4734756051	1.08819771
965	0.4734583659	1.088171014
966	0.4734884711	1.088145606
967	0.4735006314	1.088110779
968	0.4735243208	1.088088081
969	0.473565281	1.088059624
970	0.4735422845	1.088024526
971	0.4735530567	1.087995798
972	0.4735763602	1.087964563
973	0.4736108031	1.087939425
974	0.4736271777	1.087913136
975	0.4736291119	1.08788949
976	0.4736475375	1.087866046
977	0.4736690278	1.087841044
978	0.4736674649	1.087815568
979	0.4736879594	1.087788263
980	0.4736937242	1.087762177
981	0.4737216723	1.08773792
982	0.4737239114	1.087714206
983	0.4737335015	1.087691372
984	0.47375995	1.087664609
985	0.4737682927	1.087646179
986	0.4737724463	1.087622736
987	0.4737953366	1.087597531
988	0.4737993339	1.0875749
989	0.4738441186	1.087548476
990	0.4738406569	1.087521509
991	0.473852475	1.087492916
992	0.4738627974	1.08746622
993	0.4738768112	1.087438847
994	0.4738756237	1.087412829
995	0.4738623367	1.087389521
996	0.4739303568	1.087362961
997	0.4739679247	1.087336401
998	0.4739819995	1.087314312
999	0.4740209472	1.087283687
1000	0.4740203766	1.087260515
1001	0.4740413604	1.087234767
1002	0.4740842562	1.087208072
1003	0.4740874392	1.08718246
1004	0.4741014699	1.087155764
1005	0.4740922187	1.087130153
1006	0.4741271029	1.087105151
1007	0.4741488399	1.087083469
1008	0.4741585607	1.087054199
1009	0.474207062	1.087031636
1010	0.4742011994	1.087010903
1011	0.4742267023	1.086987866
1012	0.4742540113	1.086963474
1013	0.4742770433	1.08693583
1014	0.4742595802	1.086911573
1015	0.4743051623	1.086888875
1016	0.474326205	1.086862993
1017	0.4743293568	1.086838939
1018	0.4743520749	1.086816715
1019	0.4743965931	1.086787174
1020	0.4744146115	1.086763053
1021	0.474436054	1.086741913
1022	0.4744622496	1.08671908
1023	0.4744728654	1.08669733
1024	0.4744691437	1.086669686
1025	0.474516132	1.086648953
1026	0.4745291049	1.086621918
1027	0.4745529826	1.086598678
1028	0.4745768164	1.086568324
1029	0.4745796873	1.086546709
1030	0.4746103851	1.086513713
1031	0.4746175337	1.08648268
1032	0.4746301467	1.086458966
1033	0.4746154726	1.086435523
1034	0.4746771426	1.086408827
1035	0.4746944555	1.086387687
1036	0.4746533393	1.08636255
1037	0.474683843	1.086339174
1038	0.4747043393	1.086317899
1039	0.4747431372	1.086296082
1040	0.4747736124	1.086269928
1041	0.4747738915	1.086249872
1042	0.4747435909	1.08623002
1043	0.4747590019	1.086206238
1044	0.4747510137	1.086181778
1045	0.4747804719	1.086157454
1046	0.4748012238	1.08613401
1047	0.4748057529	1.086110093
1048	0.4748321973	1.086085972
1049	0.4748744992	1.086066255
1050	0.4748613555	1.086043963
1051	0.4748492464	1.086016522
1052	0.4748919112	1.08599003
1053	0.4748901502	1.085969364
1054	0.4749222111	1.085949986
1055	0.4749114615	1.08592722
1056	0.474950826	1.085903099
1057	0.4750005737	1.085880198
1058	0.4750050356	1.085860955
1059	0.4750407097	1.085839816
1060	0.4750591881	1.085817659
1061	0.4750574365	1.085792929
1062	0.4750556518	1.085772466
1063	0.4750496694	1.08575363
1064	0.4750572307	1.085733575
1065	0.4750835298	1.085714061
1066	0.4751149647	1.085689534
1067	0.4751423074	1.085659857
1068	0.4751461926	1.085632754
1069	0.4751779745	1.085611344
1070	0.4751824088	1.085590543
1071	0.4752157986	1.085570487
1072	0.4752067094	1.08554928
1073	0.4752228843	1.085529292
1074	0.4752362929	1.085508965
1075	0.4752344894	1.085489384
1076	0.4752780661	1.085472241
1077	0.4752668955	1.085445071
1078	0.4752961287	1.085424474
1079	0.4752813304	1.085400895
1080	0.4752857026	1.085378671
1081	0.4753148513	1.085358277
1082	0.475342179	1.08533009
1083	0.4753568324	1.085311322
1084	0.4753548013	1.085293773
1085	0.4753780446	1.085267823
1086	0.4753908323	1.085241737
1087	0.4753886834	1.085223782
1088	0.4753831653	1.085204675
1089	0.4754175033	1.085184077
1090	0.4754397556	1.085153248
1091	0.4754506658	1.085132583
1092	0.475471429	1.085110088
1093	0.4754544021	1.085088948
1094	0.4754944714	1.085062388
1095	0.4755256262	1.085041113
1096	0.4755470412	1.085017466
1097	0.4755959223	1.084997207
1098	0.4755787136	1.084975661
1099	0.4755875964	1.084952692
1100	0.4756251434	1.084933381
1101	0.4756627606	1.084911022
1102	0.4757094418	1.084891847
1103	0.4757169329	1.084876738
1104	0.4757271036	1.084859528
1105	0.4757578637	1.084834052
1106	0.4757422956	1.084815622
1107	0.4757509551	1.084795567
1108	0.4757674528	1.084778221
1109	0.4757786828	1.084757149
1110	0.475768505	1.084739736
1111	0.4757889815	1.084720155
1112	0.4757834848	1.084699489
1113	0.4757930155	1.084674623
1114	0.4758005507	1.08465721
1115	0.4758148081	1.084629159
1116	0.475793842	1.084610865
1117	0.4758258351	1.084593655
1118	0.4758727868	1.084576309
1119	0.4758750373	1.084557473
1120	0.4758869275	1.084539518
1121	0.4758641368	1.084514923
1122	0.4758901352	1.08449812
1123	0.4758993911	1.084469798
1124	0.4759320526	1.084453943
1125	0.4759839035	1.084436191
1126	0.4759988002	1.08441085
1127	0.4760036223	1.084392353
1128	0.4760183584	1.084373924
1129	0.4760524051	1.084355562
1130	0.4760787334	1.084337403
1131	0.4760741288	1.084322226
1132	0.4761150329	1.084305558
1133	0.4761504068	1.084287671
1134	0.4761774347	1.084270596
1135	0.476183342	1.084251625
1136	0.4762042546	1.084231298
1137	0.4762151746	1.084214088
1138	0.476248945	1.084188951
1139	0.4762377213	1.084170047
1140	0.4762443969	1.084148636
1141	0.4762601755	1.084130749
1142	0.4762703231	1.084112929
1143	0.4762792576	1.084092467
1144	0.4762434171	1.084068143
1145	0.476241654	1.084048358
1146	0.4762664087	1.084029251
1147	0.4762777999	1.084011092
1148	0.4762836383	1.083989682
1149	0.4763039996	1.083975859
1150	0.4762961632	1.083959056
1151	0.4762877774	1.083945369
1152	0.4762634615	1.083923146
1153	0.4762874226	1.083903497
1154	0.476305856	1.083884796
1155	0.4763266119	1.083863385
1156	0.4763591846	1.083846853
1157	0.4763601349	1.083824358
1158	0.4763695704	1.083798475
1159	0.4764000928	1.083777539
1160	0.4764000295	1.08376121
1161	0.4764103392	1.083738444
1162	0.4764141966	1.083724757
1163	0.4764497204	1.083708631
1164	0.4764571908	1.083683088
1165	0.4764873147	1.083659644
1166	0.476501039	1.08364196
1167	0.4765105015	1.083614587
1168	0.4765151248	1.083589449
1169	0.4765417201	1.083570071
1170	0.4765427751	1.083546086
1171	0.4765700715	1.08353057
1172	0.476574149	1.083509701
1173	0.4766006093	1.083486935
1174	0.4766034216	1.08346627
1175	0.4765895622	1.083449941
1176	0.4765873979	1.083430969
1177	0.4766200763	1.083411998
1178	0.4766062965	1.083398175
1179	0.4766516371	1.083381101
1180	0.4766496733	1.083358471
1181	0.4766740878	1.08333584
1182	0.476701093	1.083320189
1183	0.4767234137	1.083297762
1184	0.4767434465	1.083283668
1185	0.4767340427	1.08326822
1186	0.4767456252	1.083240779
1187	0.4767672178	1.083215574
1188	0.4768010357	1.083185423
1189	0.4768175177	1.083170855
1190	0.4768520292	1.083153984
1191	0.4768436821	1.0831363
1192	0.4768350801	1.083121936
1193	0.4768694901	1.083100728
1194	0.4768874122	1.083080808
1195	0.4768974753	1.083057433
1196	0.4768922431	1.08304273
1197	0.4768817758	1.083021996
1198	0.4769060375	1.083004244
1199	0.4769069482	1.082987577
1200	0.4769275587	1.082972264
1201	0.4769558538	1.082953428
1202	0.4769583212	1.082937031
1203	0.4769404093	1.082916908
1204	0.4769589234	1.082900985
1205	0.4769543627	1.082883233
1206	0.476983244	1.082851456
1207	0.4769931184	1.082835736
1208	0.4769951079	1.082817171
1209	0.4770065925	1.082804094
1210	0.4769930481	1.082778483
1211	0.4770047021	1.082761815
1212	0.477032641	1.082745825
1213	0.4770525703	1.082728479
1214	0.4770933397	1.082706188
1215	0.4770938137	1.082681186
1216	0.4771177065	1.082666144
1217	0.4771239302	1.082647579
1218	0.4771516714	1.082634435
1219	0.4771705645	1.082611262
1220	0.4771864021	1.082593104
1221	0.4771922428	1.082574268
1222	0.4772240511	1.082558481
1223	0.4772429478	1.082542287
1224	0.4772321462	1.082520402
1225	0.4772673643	1.082505089
1226	0.4772580276	1.082484966
1227	0.4773258652	1.082469788
1228	0.4773218993	1.082455492
1229	0.4773370391	1.082438485
1230	0.4773389976	1.082419107
1231	0.4773578955	1.08239607
1232	0.4773698907	1.082379131
1233	0.4773774326	1.082363006
1234	0.4774028973	1.082341459
1235	0.4774059392	1.082322894
1236	0.4773903192	1.082306904
1237	0.4774046688	1.082284138
1238	0.4774289616	1.082261508
1239	0.4774466057	1.082241859
1240	0.4774709602	1.082224649
1241	0.4774990327	1.082209065
1242	0.4775103355	1.082192126
1243	0.4774948858	1.082165837
1244	0.4775135492	1.082146865
1245	0.4775165476	1.082131553
1246	0.4775316641	1.082116375
1247	0.4775436499	1.082098488
1248	0.477545461	1.082075044
1249	0.4775805396	1.082055666
1250	0.4775806054	1.082036559
1251	0.4776036492	1.082021382
1252	0.4776244259	1.08200756
1253	0.4776013059	1.081987233
1254	0.4776109464	1.081972056
1255	0.4776072929	1.081949426
1256	0.4776458861	1.081930183
1257	0.4776517107	1.081912838
1258	0.4776770999	1.081894408
1259	0.4776858679	1.081879773
1260	0.4777024374	1.081854161
1261	0.4777054801	1.081833157
1262	0.4777084564	1.08181676
1263	0.4777273526	1.08179623
1264	0.4777222593	1.081780308
1265	0.4777377532	1.081760049
1266	0.4777244886	1.081733827
1267	0.4777544928	1.08171411
1268	0.4777776005	1.081693445
1269	0.4778004182	1.081682062
1270	0.4778123609	1.081664852
1271	0.4778136042	1.081647846
1272	0.4778351303	1.081632397
1273	0.477842587	1.081612274
1274	0.4778328307	1.081597097
1275	0.4778757394	1.081581919
1276	0.4779045432	1.08156227
1277	0.4779106904	1.081543299
1278	0.4779038833	1.081528934
1279	0.4779090974	1.081515248
1280	0.4778959064	1.081500613
1281	0.4779070087	1.081489365
1282	0.4779089207	1.08147351
1283	0.4779077612	1.081452506
1284	0.4779030121	1.081434483
1285	0.4779061055	1.08142039
1286	0.4779226062	1.081407652
1287	0.4779233171	1.081394236
1288	0.4779224901	1.081372758
1289	0.4779395053	1.08135941
1290	0.4779641038	1.081346062
1291	0.4779722081	1.081330953
1292	0.4779818495	1.08131442
1293	0.4779821999	1.08129904
1294	0.4779939969	1.081278781
1295	0.4780430624	1.081261097
1296	0.4780349203	1.08124287
1297	0.4780238127	1.081227083
1298	0.4780222649	1.081208722
1299	0.478051146	1.081195035
1300	0.4780688888	1.081174641
1301	0.4780749346	1.081155466
1302	0.4781033182	1.081137036
1303	0.4781064388	1.081125111
1304	0.4781051776	1.081107495
1305	0.4781103574	1.081089607
1306	0.4781327421	1.081073617
1307	0.4781274506	1.081058711
1308	0.478143729	1.081043262
1309	0.4781886573	1.081029373
1310	0.4781964155	1.081010943
1311	0.4781944984	1.080995021
1312	0.4781888648	1.080982079
1313	0.4781918502	1.080961414
1314	0.4781870689	1.080945694
1315	0.4782573499	1.080927604
1316	0.4782612889	1.080913985
1317	0.4782545831	1.080900298
1318	0.478260176	1.080887154
1319	0.4782487742	1.080875296
1320	0.478256543	1.080859645
1321	0.4782538773	1.080844603
1322	0.478265421	1.080829494
1323	0.4782713951	1.080817501
1324	0.4783020592	1.080805847
1325	0.4783215297	1.080783488
1326	0.4783128531	1.080759773
1327	0.4783229536	1.080743512
1328	0.4783362105	1.08072576
1329	0.4783664798	1.080702723
1330	0.4783483959	1.080686597
1331	0.4783468812	1.080661934
1332	0.4783883604	1.080650145
1333	0.4784415577	1.080635984
1334	0.4784709611	1.080623042
1335	0.478478988	1.080609627
1336	0.4784667646	1.080594992
1337	0.4784588387	1.080579882
1338	0.4784550796	1.080563011
1339	0.4784671813	1.080545394
1340	0.4784884606	1.080532792
1341	0.4784765415	1.080512465
1342	0.4784880855	1.080498372
1343	0.4785253142	1.08048665
1344	0.4785366069	1.080474522
1345	0.4785159829	1.080458532
1346	0.4785127732	1.080439289
1347	0.4785450029	1.080415168
1348	0.4785220987	1.080398365
1349	0.4785197192	1.080385491
1350	0.4784974956	1.080372618
1351	0.4785091469	1.080358728
1352	0.4785129082	1.080344364
1353	0.4785496048	1.080326815
1354	0.4785708482	1.080314077
1355	0.4785647687	1.08029436
1356	0.4785686973	1.080282638
1357	0.4785753194	1.080267597
1358	0.4785805156	1.080247609
1359	0.4785727107	1.080236361
1360	0.4785896063	1.08022132
1361	0.4785756452	1.08019957
1362	0.4786362344	1.080177956
1363	0.4786578517	1.080159865
1364	0.4786952595	1.080148347
1365	0.4787351758	1.080136557
1366	0.4787447551	1.080120703
1367	0.4787706287	1.080107219
1368	0.4787772931	1.080092652
1369	0.4787964484	1.080077136
1370	0.4787910464	1.080063381
1371	0.4787937842	1.080043732
1372	0.4788015715	1.080032281
1373	0.4788212952	1.080016494
1374	0.4788265541	1.079991222
1375	0.4788506581	1.079962696
1376	0.478866632	1.079942234
1377	0.4788857779	1.079922111
1378	0.4788739615	1.079909847
1379	0.4788972666	1.07988532
1380	0.4788919802	1.079871023
1381	0.4789376735	1.079853813
1382	0.4789399728	1.07983369
1383	0.4789292292	1.079818513
1384	0.4789331637	1.079803742
1385	0.4789621372	1.079783009
1386	0.4789710662	1.079764308
1387	0.4789725496	1.079745675
1388	0.4789837151	1.079731108
1389	0.4789851737	1.079718912
1390	0.4789829278	1.079705496
1391	0.4789957773	1.079687473
1392	0.4790054206	1.079672228
1393	0.4790082358	1.079659558
1394	0.4790382594	1.079647227
1395	0.4790304337	1.079633404
1396	0.4790293979	1.079617685
1397	0.4790271014	1.079588618
1398	0.479022184	1.079578861
1399	0.4790156142	1.07956321
1400	0.4790393875	1.079541731
1401	0.4790373722	1.079527028
1402	0.4790478858	1.079512122
1403	0.4790352369	1.079495047
1404	0.4790488524	1.079483258
1405	0.4790706579	1.079470926
1406	0.4790716004	1.079453446
1407	0.4790824704	1.079438133
1408	0.4791156886	1.079425598
1409	0.47911221	1.079408998
1410	0.4791208035	1.079392059
1411	0.4791246936	1.079380405
1412	0.4791205204	1.079364347
1413	0.4791227405	1.079344088
1414	0.4790972818	1.079323219
1415	0.4790932137	1.079307771
1416	0.4790908841	1.079286293
1417	0.4790958273	1.079272403
1418	0.4791421728	1.07925587
1419	0.4791598948	1.079234866
1420	0.4791937542	1.079217385
1421	0.4791842075	1.079200649
1422	0.4792216978	1.079185269
1423	0.4792170858	1.079175919
1424	0.4792207741	1.079161012
1425	0.4792499931	1.079134723
1426	0.4792579753	1.079117513
1427	0.4792395435	1.079104437
1428	0.4792625543	1.079090614
1429	0.4792443688	1.079076386
1430	0.4792616948	1.079061954
1431	0.4792633357	1.079050706
1432	0.4792725994	1.079036613
1433	0.4792759165	1.079024214
1434	0.47928432	1.079000296
1435	0.4793020178	1.078985187
1436	0.479338692	1.078967909
1437	0.4793626457	1.07895368
1438	0.4793619903	1.078943788
1439	0.4793848865	1.078931389
1440	0.4793661045	1.078916821
1441	0.4793760273	1.078905167
1442	0.4793806349	1.078883079
1443	0.4794053373	1.078869054
1444	0.4793772659	1.078857467
1445	0.4793953173	1.078844594
1446	0.479379025	1.078833482
1447	0.479387924	1.078810987
1448	0.4793976284	1.078797707
1449	0.4794264198	1.07877982
1450	0.4794455233	1.078761797
1451	0.4794485887	1.078742418
1452	0.4794506418	1.078731849
1453	0.4794508798	1.078720127
1454	0.4794871789	1.078704069
1455	0.4794712299	1.078684149
1456	0.4795033716	1.078672088
1457	0.4795026587	1.078655285
1458	0.4795172809	1.078633332
1459	0.4795146537	1.078614835
1460	0.4795570591	1.078603384
1461	0.4795854925	1.078588613
1462	0.479600886	1.078572691
1463	0.4796129404	1.078551483
1464	0.4796360148	1.078539829
1465	0.4796053624	1.078519435
1466	0.4796675353	1.078506019
1467	0.4796650961	1.078490368
1468	0.4796647712	1.078472141
1469	0.4796919126	1.078458455
1470	0.4797169012	1.0784447
1471	0.479745813	1.078417734
1472	0.4797822747	1.07840608
1473	0.4798066892	1.078379655
1474	0.4797856709	1.078368001
1475	0.4797953017	1.078355534
1476	0.4798094781	1.078343948
1477	0.4798048421	1.078316507
1478	0.4798163751	1.078302685
1479	0.4798330074	1.078293063
1480	0.4798574122	1.078276938
1481	0.4798557763	1.078259999
1482	0.4798619159	1.078239537
1483	0.4798734093	1.078224359
1484	0.4798635932	1.078211147
1485	0.4798756277	1.078196715
1486	0.4799131538	1.078174627
1487	0.4799137665	1.078159314
1488	0.4799228706	1.078144882
1489	0.4799178964	1.078130992
1490	0.4799657899	1.078109852
1491	0.4799550748	1.078098334
1492	0.4799939233	1.078076381
1493	0.4800053392	1.078063846
1494	0.4800552154	1.078047517
1495	0.4800797283	1.078030849
1496	0.4800561685	1.078018653
1497	0.4800591058	1.078000495
1498	0.4800930931	1.077982743
1499	0.4801284054	1.077961197
1500	0.4801326792	1.077949543
1501	0.4801226266	1.077935043
1502	0.48013627	1.077920543
1503	0.4801175251	1.077902588
1504	0.480147593	1.077890053
1505	0.4801464509	1.077871624
1506	0.4801306369	1.077847232
1507	0.4801533554	1.077824059
1508	0.4801217664	1.077811186
1509	0.480110377	1.077802039
1510	0.4801539667	1.077782593
1511	0.4801819754	1.077769923
1512	0.4802015006	1.077755287
1513	0.4802421322	1.077730963
1514	0.4802037302	1.077712466
1515	0.4802544996	1.077700067
1516	0.4802618131	1.077686109
1517	0.4802806791	1.077669035
1518	0.4803213055	1.077654941
1519	0.4803330454	1.077643152
1520	0.4803193594	1.077627297
1521	0.480354288	1.077614085
1522	0.4803527224	1.077596672
1523	0.4803513312	1.077575803
1524	0.4803510334	1.077554595
1525	0.4803908354	1.077539621
1526	0.4804088331	1.07753
1527	0.4804157412	1.077519295
1528	0.4804322441	1.077503846
1529	0.4804195664	1.077488127
1530	0.4804490444	1.077477286
1531	0.4804314723	1.077461906
1532	0.480457121	1.077446186
1533	0.4804649955	1.077425521
1534	0.4804800398	1.077414003
1535	0.480484303	1.077399909
1536	0.4804804334	1.077388798
1537	0.4804956194	1.077358443
1538	0.4805065378	1.077341369
1539	0.4805403614	1.077324768
1540	0.4805445552	1.077310608
1541	0.4805379251	1.077300919
1542	0.4805417058	1.077287706
1543	0.4805324791	1.077272529
1544	0.4805619625	1.077262298
1545	0.4805540293	1.077249628
1546	0.4805577078	1.077234315
1547	0.4805468409	1.077216292
1548	0.4805724547	1.077206264
1549	0.4806008349	1.077191968
1550	0.4806153479	1.077179772
1551	0.4806082265	1.077164391
1552	0.480631502	1.077141761
1553	0.4806282757	1.077131394
1554	0.4806546685	1.077118724
1555	0.4806604381	1.077096093
1556	0.4806844138	1.077081458
1557	0.4807174686	1.077061132
1558	0.4807147547	1.077050697
1559	0.480714394	1.077023053
1560	0.4807396655	1.077009231
1561	0.4807542864	1.076992969
1562	0.4807702981	1.076980367
1563	0.4808122311	1.076965461
1564	0.4808056304	1.076952452
1565	0.4808093174	1.076936122
1566	0.4808340526	1.076916067
1567	0.4808728461	1.076892962
1568	0.4808465259	1.076875956
1569	0.4808620851	1.076855426
1570	0.4808679128	1.076844991
1571	0.4808682958	1.076826358
1572	0.4808955064	1.076815314
1573	0.4809155248	1.076802576
1574	0.4809253281	1.076791871
1575	0.4809304015	1.076776897
1576	0.4809528471	1.076756096
1577	0.4809436369	1.076736176
1578	0.4809622562	1.076717069
1579	0.4809845122	1.076705008
1580	0.4809936512	1.076694438
1581	0.4809910187	1.076679532
1582	0.4810087084	1.076656766
1583	0.481004634	1.076638066
1584	0.4809982354	1.076622888
1585	0.4810265354	1.076612996
1586	0.4810381456	1.076602901
1587	0.4810357463	1.076589282
1588	0.4810499242	1.076569971
1589	0.4810649125	1.076547409
1590	0.4810717214	1.076532638
1591	0.4810769704	1.076519087
1592	0.4810871906	1.076504723
1593	0.481096796	1.076490562
1594	0.481112814	1.076477349
1595	0.4811108385	1.076459394
1596	0.481121668	1.076443946
1597	0.481142262	1.076432766
1598	0.48116136	1.076416708
1599	0.4811563455	1.076403631
1600	0.4811665289	1.076390351
1601	0.4811738228	1.076373277
1602	0.481206138	1.076361758
1603	0.4812076309	1.076348885
1604	0.4812005038	1.076338654
1605	0.4812084781	1.07631975
1606	0.4812555454	1.076308774
1607	0.4812478961	1.076291089
1608	0.4812830561	1.076278419
1609	0.4813055346	1.076268866
1610	0.4813042669	1.076248336
1611	0.4812888261	1.076229906
1612	0.4813084709	1.076214187
1613	0.4813303356	1.076189524
1614	0.4813441746	1.07617665
1615	0.4813675993	1.076163573
1616	0.4813625988	1.076153071
1617	0.481372051	1.076133558
1618	0.4813989017	1.076114654
1619	0.4813838056	1.076103406
1620	0.4814172784	1.076083419
1621	0.4814333461	1.076069054
1622	0.4814219322	1.076048118
1623	0.4814237274	1.076037209
1624	0.4814782827	1.076013901
1625	0.4814880527	1.075993575
1626	0.4815020924	1.07598043
1627	0.4815058425	1.075956851
1628	0.4814780484	1.075944113
1629	0.4814876241	1.075931104
1630	0.4814918373	1.075905763
1631	0.4814710949	1.075893635
1632	0.4814780017	1.075883811
1633	0.4814930057	1.075869446
1634	0.4814906308	1.075845867
1635	0.4814936559	1.075829742
1636	0.4815030745	1.075816733
1637	0.4815069855	1.075805824
1638	0.4815375339	1.075794238
1639	0.4815443867	1.075783465
1640	0.4815648853	1.075760495
1641	0.4815735007	1.07574857
1642	0.4815701016	1.075734003
1643	0.4815622075	1.075721468
1644	0.4815708723	1.075708527
1645	0.48157943	1.075693553
1646	0.4816137944	1.075668754
1647	0.4816264705	1.075653577
1648	0.4816077186	1.075642736
1649	0.4816233667	1.075629185
1650	0.4816046203	1.07560669
1651	0.4816231664	1.075588125
1652	0.481631635	1.075567324
1653	0.4816929364	1.075549301
1654	0.4816645639	1.075526332
1655	0.4816584608	1.075505057
1656	0.4816749928	1.075490964
1657	0.4816849303	1.075480529
1658	0.4816726411	1.075466978
1659	0.4817198548	1.075449226
1660	0.4817268188	1.075437572
1661	0.4817352189	1.075421989
1662	0.4817354649	1.075401797
1663	0.4817595825	1.075391499
1664	0.4817530895	1.075375373
1665	0.4817403735	1.07536548
1666	0.4817536725	1.075354504
1667	0.4818042923	1.075345289
1668	0.481773944	1.075333703
1669	0.4817855124	1.075319271
1670	0.4817850251	1.075306872
1671	0.4817955714	1.07528519
1672	0.4817929825	1.075271571
1673	0.48181251	1.075253142
1674	0.4818148592	1.075244062
1675	0.4818236836	1.07523295
1676	0.4818133201	1.075214385
1677	0.4818389808	1.075201376
1678	0.4818349356	1.07518647
1679	0.4818367806	1.075165398
1680	0.4818452815	1.07515327
1681	0.4818626841	1.075141074
1682	0.4818674242	1.075125016
1683	0.4819040922	1.075114446
1684	0.481896207	1.075090325
1685	0.4819092537	1.075065526
1686	0.4818903453	1.075049197
1687	0.4818838904	1.075029142
1688	0.48189319	1.075019588
1689	0.4819369827	1.075009696
1690	0.4819465299	1.074990928
1691	0.4819247329	1.074980222
1692	0.4819378152	1.074966942
1693	0.4819745912	1.074955491
1694	0.4819973041	1.074932861
1695	0.481988693	1.074919445
1696	0.4820049668	1.074901287
1697	0.4820521394	1.074886923
1698	0.4820430214	1.074871813
1699	0.4820607514	1.07486043
1700	0.4820769821	1.074843695
1701	0.482070426	1.074823639
1702	0.4820573	1.074808123
1703	0.4820593236	1.074796808
1704	0.4820539321	1.074780614
1705	0.482088825	1.074760152
1706	0.4821179076	1.074745178
1707	0.4821089402	1.074730882
1708	0.4820922739	1.074716856
1709	0.4820999415	1.074701476
1710	0.4821282077	1.074691245
1711	0.4821458784	1.074679252
1712	0.4821525345	1.074666853
1713	0.4821835215	1.074654792
1714	0.4821599397	1.074640428
1715	0.482127045	1.074629723
1716	0.4821453783	1.074616917
1717	0.4821894159	1.074589679
1718	0.4821875134	1.074581345
1719	0.4822129649	1.074568133
1720	0.4822018123	1.07455885
1721	0.4822286998	1.074541979
1722	0.4822234772	1.074528902
1723	0.4822389925	1.074518129
1724	0.4822317497	1.074506475
1725	0.4822494735	1.074494686
1726	0.4822365756	1.074486148
1727	0.4822602531	1.074474359
1728	0.4822595739	1.074460266
1729	0.4822414971	1.07444807
1730	0.4822565945	1.07443147
1731	0.4822826471	1.074418799
1732	0.4823017574	1.074408297
1733	0.48232763	1.074393594
1734	0.4823667511	1.074379637
1735	0.4823518512	1.074361343
1736	0.4823734144	1.074341152
1737	0.4823898884	1.074317166
1738	0.4823831514	1.074305377
1739	0.4823784294	1.074291148
1740	0.4824045604	1.074273667
1741	0.4824102681	1.074251985
1742	0.4824102353	1.074241077
1743	0.4824206652	1.07422136
1744	0.4824088542	1.074201304
1745	0.4824012666	1.074192225
1746	0.4824179094	1.074179216
1747	0.4824215699	1.074169459
1748	0.4824616438	1.074155772
1749	0.48246683	1.074144525
1750	0.4824819953	1.074132464
1751	0.4824823598	1.074120201
1752	0.4824672256	1.074107124
1753	0.4824747826	1.074090456
1754	0.4825117032	1.074070807
1755	0.4825065746	1.07405109
1756	0.4825354522	1.074032322
1757	0.4825363014	1.074011182
1758	0.482526584	1.073997902
1759	0.4825369786	1.073982724
1760	0.4825522349	1.073969851
1761	0.482570725	1.073958129
1762	0.4825597845	1.073944307
1763	0.4825761939	1.073933127
1764	0.4826164147	1.073915646
1765	0.4826196353	1.073904602
1766	0.4826324128	1.073893965
1767	0.4826663478	1.073883056
1768	0.4826522471	1.073866591
1769	0.4826877596	1.073854531
1770	0.4826860752	1.073844503
1771	0.4826895265	1.073834137
1772	0.4826942498	1.073825193
1773	0.4827072285	1.073804053
1774	0.4827115467	1.073793009
1775	0.4827135468	1.073773902
1776	0.482738244	1.073758183
1777	0.482734705	1.073749781
1778	0.4827555629	1.073739211
1779	0.4827319865	1.073719291
1780	0.482763386	1.073707637
1781	0.4827921029	1.073696389
1782	0.4828107716	1.073680399
1783	0.4828191592	1.073665764
1784	0.4828306811	1.073654381
1785	0.482822171	1.073643676
1786	0.4828231028	1.073636019
1787	0.4828938804	1.07362091
1788	0.4828742136	1.07359916
1789	0.4828462674	1.073585474
1790	0.48284406	1.073575649
1791	0.4828547125	1.073560607
1792	0.4828582692	1.073549902
1793	0.4828728439	1.073524968
1794	0.4828865561	1.07350708
1795	0.4828722358	1.073497188
1796	0.4828972387	1.073481604
1797	0.4829096385	1.073467918
1798	0.4829037755	1.073456602
1799	0.482911702	1.073444474
1800	0.4829181886	1.073430923
1801	0.4829204053	1.073410596
1802	0.4829650959	1.073393386
1803	0.4829500754	1.073378074
1804	0.482966519	1.073361135
1805	0.4829687876	1.073345212
1806	0.4829995555	1.073324953
1807	0.4829902473	1.073309912
1808	0.4829794945	1.073283758
1809	0.4829624629	1.073271968
1810	0.4829500781	1.073254216
1811	0.4829710478	1.073235109
1812	0.4829873233	1.073212276
1813	0.4829975973	1.073199741
1814	0.4830251346	1.073187409
